CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT)
2.7,1230,-200,11.2,1020,414,605,139
2.8,1312,-200,13.1,1087,440,567,147
3.6,1387,-200,14.3,1127,516,530,175
3.1,1375,-200,12.8,1076,495,555,180
4.3,1532,-200,18.9,1265,643,482,194
4.6,1531,-200,17.9,1235,725,484,192
4.3,1479,-200,16.5,1196,683,498,188
4.3,1521,-200,16.9,1208,681,497,179
5.5,1616,-200,22.4,1363,833,442,196
3.4,1371,-200,13.6,1105,514,553,169
2.4,1198,-200,9.1,943,371,647,151
1.6,1102,-200,6,813,213,764,123
1.7,1120,-200,6.3,826,242,750,127
1.6,1093,-200,5.5,789,241,771,127
1.3,1112,-200,5.6,791,218,764,118
0.8,986,-200,3.4,674,-200,883,86.5
-200,934,-200,2.3,609,70,976,55
0.6,919,-200,1.8,571,54,1017,44
0.6,929,-200,1.6,556,60,1035,46
0.5,919,-200,1.6,552,55,1063,46
0.6,944,-200,2,586,93,977,61
0.7,943,-200,1.9,580,81,980,60
0.9,1036,-200,3.5,683,109,846,71
1.5,1168,-200,5.7,797,251,698,111
1.9,1232,-200,8.1,903,284,626,127
1.9,1236,-200,8.1,901,262,628,128
2.2,1278,-200,12.6,1070,256,557,142
3.8,1369,-200,18.1,1242,310,476,145
2,1182,-200,8.7,929,269,648,145
2.2,1210,-200,8.8,933,348,648,156
3.3,1316,-200,14.1,1121,396,548,154
2.7,1221,-200,9.3,952,432,641,165
2.6,1260,-200,11.6,1034,419,588,153
2.5,1231,-200,9.6,962,412,625,151
1.5,1115,-200,5.8,804,223,734,131
1.9,1180,-200,7.5,877,242,680,128
2,1174,-200,7.4,873,288,672,137
1.7,1178,-200,7.4,876,209,666,119
1.2,1052,-200,3.9,704,141,807,96
0.9,998,-200,2.1,591,-200,937,78
0.6,960,-200,1.3,532,66,1059,60
-200,958,-200,1.8,571,64,998,54
-200,989,-200,3,650,105,900,66
0.4,1162,-200,6.7,843,303,685,104
2.6,1523,-200,21,1324,620,451,137
3.5,1511,-200,21.4,1334,590,433,146
2.1,1420,-200,16.1,1183,592,488,136
2.1,1413,-200,16.4,1193,698,484,144
1.7,1335,-200,14.8,1141,482,512,133
2.6,1451,-200,20.1,1298,575,452,148
2.6,1410,-200,19.3,1276,548,459,155
2.4,1429,-200,19.3,1277,498,456,152
2.4,1409,-200,17.4,1223,479,475,145
2,1372,-200,17,1210,420,484,139
2,1366,-200,17.1,1213,378,489,134
3.1,1365,-200,16.4,1192,340,492,128
3.3,1385,-200,17.3,1218,399,478,135
3.3,1361,-200,14.6,1137,449,503,136
2.6,1312,-200,11.9,1047,374,545,126
1.7,1177,-200,7.3,871,244,660,116
1.8,1205,-200,7.7,888,256,647,116
1.5,1114,-200,4.9,757,212,744,107
1.1,1047,-200,3.9,708,146,816,91
0.9,982,-200,2.1,592,-200,953,80.5
0.7,992,-200,2.9,644,96,899,70
0.7,977,-200,2.6,629,106,908,78
0.9,1047,-200,3.3,671,115,863,75
1.3,1126,-200,5.2,775,236,760,101
3.2,1474,-200,19,1268,583,502,136
5.1,1526,-200,26.5,1466,662,415,147
3.7,1386,-200,15.3,1158,528,518,143
3.2,1392,-200,15.6,1166,549,519,153
3.1,1363,-200,16.4,1192,531,499,148
3,1331,-200,16.1,1184,493,507,149
3.6,1401,-200,18.8,1261,527,479,141
3.2,1374,-200,18,1239,487,483,147
3.9,1436,-200,20.1,1299,581,451,159
3.4,1386,-200,17.6,1228,531,479,152
3.9,1419,-200,19.3,1277,495,459,144
3.6,1428,-200,19.7,1288,487,465,146
4.7,1508,-200,24.5,1416,596,418,162
4.1,1438,-200,18.4,1251,595,470,156
3.4,1415,-200,16.6,1197,559,486,146
3.5,1433,-200,16.2,1186,586,479,151
1.2,1208,-200,9.6,964,399,602,127
2.4,1280,-200,11.4,1029,399,564,123
2.1,1174,-200,9.1,942,381,626,122
1.1,1022,-200,4.3,729,-200,803,103.5
-200,1002,-200,4.2,722,162,807,85
1,1018,-200,4.7,746,183,800,83
1.4,1095,-200,7.3,868,357,676,98
1.8,1182,-200,9.3,951,479,634,109
3.8,1478,-200,17.8,1234,852,470,138
4.1,1515,-200,20.1,1298,822,434,138
4.4,1488,-200,19.6,1286,910,452,170
3.5,1383,-200,16.5,1196,800,497,191
3.5,1383,-200,17.3,1218,758,497,196
3.8,1337,-200,17.7,1231,647,505,185
3.1,1243,-200,15.2,1155,431,546,156
3.4,1304,-200,18.2,1244,491,507,173
3.3,1284,-200,17.2,1216,476,522,166
3.4,1303,-200,17.6,1226,538,521,173
4.7,1461,-200,25.4,1440,621,440,177
5.7,1517,-200,28.4,1512,728,421,182
5.6,1526,-200,27.5,1492,716,428,166
5.9,1495,-200,23.3,1386,782,457,177
3.6,1333,-200,15.2,1154,550,534,158
2.5,1216,-200,11.1,1020,377,605,133
2.9,1232,-200,11.5,1032,391,599,123
2.5,1181,-200,10.2,985,433,629,120
1.7,1042,-200,6,814,287,746,105
1.6,1027,-200,6.3,824,-200,753,95.5
1.1,915,-200,3.7,695,192,883,86
0.9,891,-200,3.2,666,161,931,77
1,937,-200,3.7,694,194,915,81
1.6,1086,-200,8,901,343,715,103
3.1,1326,-200,16.3,1190,624,531,127
4.1,1469,-200,24,1403,758,452,134
3.9,1321,-200,15.7,1170,760,532,158
3.6,1396,-200,16.5,1196,713,524,175
3.2,1270,-200,12.8,1077,615,583,178
2.2,1189,-200,11.3,1025,319,626,135
2.4,1227,-200,12.9,1081,338,570,133
2.7,1266,-200,14.1,1118,380,564,134
2.7,1277,-200,15.8,1175,366,531,137
3.9,1438,-200,19.9,1295,567,470,160
5.2,1523,-200,26.6,1470,702,414,166
4,1384,-200,19.8,1290,523,475,144
2.9,1283,-200,13.3,1093,373,581,129
3.3,1304,-200,13,1085,467,571,129
2,1126,-200,7.5,880,260,690,107
1.8,1141,-200,7.8,892,244,686,101
2.7,1183,-200,8.8,930,317,669,112
1.8,1090,-200,6.4,830,224,744,98
1.3,1032,-200,4.5,736,176,809,90
1,940,-200,3.6,691,-200,877,74.5
1.1,981,-200,4.2,721,103,866,59
1.6,1104,-200,6.9,851,367,687,98
1.3,989,-200,5,762,326,793,109
1.4,1079,-200,7.3,869,374,732,110
5,1472,-200,24.5,1418,756,459,159
4.3,1313,-200,16.9,1206,690,513,144
4.1,1363,-200,17.7,1229,754,515,147
3.8,1347,-200,17.1,1212,750,527,179
3.1,1240,-200,14.7,1140,590,567,164
3.3,1280,-200,17.4,1222,525,526,160
3.1,1210,-200,15.1,1151,406,569,143
2.7,1216,-200,14.5,1134,360,566,138
3.4,1320,-200,16.9,1207,448,535,143
5,1477,-200,24.3,1412,733,450,196
5.7,1500,-200,26.1,1458,847,428,197
5.8,1512,-200,26.4,1463,765,435,189
5.8,1496,-200,25.7,1447,715,435,188
5,1360,-200,18.2,1246,716,513,190
1.7,1024,-200,6.2,819,235,782,126
1.6,1094,-200,6.7,845,198,780,113
2.3,1111,-200,7.5,877,293,735,129
2.4,1097,-200,7.5,878,356,737,128
2,1051,-200,6.2,820,285,778,122
1.6,979,-200,5.1,767,-200,827,118.5
-200,978,-200,4.8,756,266,834,115
1.1,902,-200,3.1,659,158,940,92
1,957,-200,2.8,641,95,1013,70
1.3,973,-200,4.3,728,148,902,83
1.9,1074,-200,9.7,967,337,703,127
2.6,1115,-200,10.9,1012,453,650,142
2.7,1136,-200,10.6,1001,497,653,155
2.4,1128,-200,10,977,448,673,153
2.7,1196,-200,11.6,1035,496,633,177
3.1,1267,-200,15.6,1166,535,567,179
4.4,1355,-200,18.1,1244,644,536,212
3.2,1194,-200,12.3,1061,459,622,182
2.9,1188,-200,11.4,1029,409,635,168
3,1279,-200,15.2,1154,515,573,179
3.7,1361,-200,17.4,1223,640,525,182
5.2,1474,-200,20.8,1319,816,496,194
3.3,1235,-200,12.8,1078,505,616,166
3.6,1289,-200,14.7,1140,560,590,168
2.3,1124,-200,8.3,910,389,717,148
3,1231,-200,11.1,1017,492,655,151
3.8,1289,-200,13.6,1104,531,623,165
3.2,1166,-200,9.8,970,487,705,165
2.1,1062,-200,7.6,884,293,748,128
1.7,1028,-200,6,813,-200,794,121.5
1.7,1003,-200,5.9,807,219,819,115
1.4,929,-200,4.2,721,198,923,120
1.2,951,-200,4.5,737,166,910,106
1.4,1011,-200,5.4,783,255,835,118
1.4,939,-200,4.8,751,312,898,156
1.7,946,-200,6.3,827,236,876,130
1,841,-200,2.6,625,172,1054,112
1,850,-200,2.6,629,138,1076,96
0.8,831,-200,2.2,602,121,1123,89
1,866,-200,3,652,143,1060,98
0.8,819,-200,1.9,576,114,1142,85
0.7,833,-200,2,584,107,1144,80
1.1,877,-200,2.8,642,176,1037,112
1.1,892,-200,3.3,668,180,1017,121
1.2,899,-200,3.4,674,212,1002,132
2,1008,-200,7.1,861,331,839,160
2.2,1013,-200,7.4,873,369,820,167
1.5,912,-200,4.3,730,274,959,157
1.2,907,-200,3.9,705,199,995,130
1.5,953,-200,5.2,771,248,905,145
1.4,916,-200,3.8,701,197,954,133
1.2,894,-200,3.5,682,147,991,110
1,895,-200,2.9,648,135,1001,100
0.6,845,-200,1.4,534,-200,1168,89.5
0.7,837,-200,1.1,512,95,1228,79
0.5,795,-200,1,504,94,1258,79
0.7,874,-200,1.6,552,121,1162,90
1,920,-200,3.2,667,131,1005,95
3,1257,-200,15.9,1176,552,612,169
4.1,1222,-200,18,1239,614,574,199
3.1,1196,-200,14.7,1139,530,617,186
3.8,1214,-200,15.1,1153,721,612,208
2.7,1149,-200,13.4,1096,474,639,178
3.1,1166,-200,14.5,1134,514,603,176
3.1,1170,-200,14.7,1138,504,611,177
3.2,1176,-200,17,1209,508,588,182
3.3,1147,-200,15.3,1158,529,615,182
4,1294,-200,21.2,1330,676,535,193
8.6,1683,-200,43,1831,1216,374,272
8.7,1615,-200,37.2,1712,1230,384,225
3.6,1256,-200,16.7,1201,582,563,181
3,1205,-200,13.4,1098,460,610,172
1.9,1087,-200,8.7,926,340,715,153
1.9,1092,-200,7.4,875,298,751,143
1.6,1039,-200,6.7,845,300,775,142
1.4,1001,-200,5,762,223,850,131
1,925,-200,3.4,677,151,958,105
0.7,880,-200,2.4,613,-200,1016,94
-200,873,-200,2.1,592,108,1076,83
0.8,880,-200,2.5,618,125,1023,87
0.9,950,-200,3.5,680,181,936,106
1.5,1039,-200,6.9,855,341,783,140
3.1,1284,-200,16.8,1204,552,599,167
5.1,1350,-200,20.3,1305,839,509,175
5.8,1476,-200,25,1428,1049,477,235
3.8,1342,-200,17.2,1215,796,542,196
4.4,1488,-200,21.4,1336,999,479,211
4.9,1557,-200,25.1,1432,1022,445,234
5.2,1610,-200,28,1502,1023,420,240
4.6,1583,-200,26.1,1457,1065,431,243
4.8,1620,-200,24.7,1420,1098,436,224
4.9,1605,-200,24.5,1416,1099,436,240
4.9,1604,-200,27.7,1496,939,410,215
5.5,1582,-200,26,1455,875,423,216
4.2,1523,-200,21.7,1342,745,466,184
1.5,1172,-200,6,813,339,774,152
0.1,1021,-200,3.3,670,135,932,104
0.2,1125,-200,4.9,758,167,820,104
0.9,1197,-200,6.6,840,232,712,124
1,1174,-200,6.7,842,273,723,127
0.4,1106,-200,4.4,733,165,822,109
-200,873,-200,1.5,549,-200,1106,91
-200,828,-200,1.1,506,75,1222,73
-200,830,-200,0.9,492,53,1263,52
-200,840,-200,1.2,515,72,1235,57
0.1,909,-200,2.5,622,130,1046,89
0.7,1098,-200,7.6,881,265,760,128
1.2,1036,-200,7.3,868,314,732,152
0.2,912,-200,3.7,692,194,923,128
-200,873,-200,2.5,618,180,1036,124
-200,889,-200,2.7,634,181,1009,117
0.3,965,-200,4.6,742,193,889,110
0.6,1009,-200,6.7,845,263,771,128
0.2,918,-200,4.3,729,176,904,114
0.2,920,-200,4.3,729,168,891,110
0.7,923,-200,4.1,715,170,915,112
1.8,1021,-200,7.6,883,234,766,130
2.2,998,-200,7,858,256,770,135
2.3,1061,-200,9.6,962,257,721,141
2.6,1016,-200,7.8,892,317,758,141
1.1,859,-200,2.4,611,135,1053,95
1.2,945,-200,3.9,707,159,963,97
1.8,937,-200,4.1,715,186,896,112
1.1,876,-200,2.5,618,102,1032,74
0.9,831,-200,1.3,530,75,1169,62
0.7,828,-200,1.2,514,-200,1205,51
0.6,810,-200,0.7,470,41,1315,40
0.6,822,-200,0.9,493,50,1278,45
0.9,898,-200,2.9,646,189,1013,93
1,909,-200,2.7,636,182,992,104
3.4,1256,-200,14.4,1130,636,616,162
4.2,1298,-200,17.2,1217,704,552,169
4.4,1326,-200,17.4,1223,854,547,190
2.9,1139,-200,11.5,1031,652,649,170
2.6,1135,-200,11.9,1047,529,641,151
2.6,1117,-200,12.6,1071,438,638,150
3,1094,-200,14.3,1128,438,626,154
2.3,982,-200,10.3,990,378,745,140
3,1107,-200,14.5,1134,482,639,167
4.5,1290,-200,21.9,1349,709,534,204
6,1445,-200,28.5,1516,796,455,210
4.3,1357,-200,21.2,1330,605,511,182
3.4,1248,-200,16,1179,472,577,165
2.8,1220,-200,13,1085,411,618,150
2.1,1137,-200,7,856,264,758,132
1.7,1102,-200,6.4,829,217,773,120
1.8,1082,-200,5.8,801,211,780,119
1.6,1053,-200,5.6,795,179,786,110
1.4,1003,-200,4.5,740,135,847,94
1.3,1019,-200,4.6,744,-200,836,97.5
-200,1071,-200,5.9,808,221,757,101
1.3,1118,-200,6.6,841,284,702,117
1.6,1206,-200,9.2,948,357,628,121
2.4,1256,-200,12.2,1056,469,582,138
4.5,1501,-200,22.6,1367,766,465,174
5.7,1578,-200,29,1527,875,419,179
4.3,1427,-200,19.4,1280,800,500,175
4.2,1440,-200,20.5,1311,815,482,183
4.5,1522,-200,22.5,1365,841,464,189
5,1517,-200,24,1403,827,451,198
2.9,1300,-200,13.9,1113,402,573,142
3,1401,-200,16.8,1204,415,526,139
3.3,1551,-200,20.2,1303,435,469,99
1.4,1411,-200,16.4,1191,570,519,135
2.3,1434,-200,18,1239,530,506,223
1.6,1489,-200,20.3,1305,617,476,194
4.9,1835,-200,38.1,1731,983,355,244
6.4,1804,-200,35.7,1679,1200,370,243
3.5,1579,-200,21.8,1345,1028,459,230
1.7,1508,-200,18.2,1246,797,496,207
2.6,1535,-200,20.1,1300,977,483,223
1.6,1395,-200,14.4,1131,811,552,216
1.5,1392,-200,15.1,1153,757,542,198
0.9,1326,-200,13.1,1087,-200,571,162
0.5,1297,-200,11.5,1032,388,605,126
0.9,1331,-200,13.7,1106,497,568,144
0.4,1288,-200,11.6,1036,582,590,183
0.5,1322,-200,13.2,1091,574,565,193
0.8,1390,-200,15.6,1167,588,522,196
1.4,1443,-200,16.9,1207,645,502,208
1.6,1496,-200,18.5,1254,643,484,217
1.5,1439,-200,16.6,1198,628,502,246
1,1432,-200,15,1150,547,527,204
1,1398,-200,15,1149,461,535,192
1.3,1380,-200,16.9,1206,455,515,186
0.1,1022,-200,7,857,244,770,133
-200,973,-200,5.9,806,202,851,126
-200,951,-200,7.1,862,256,823,138
0.1,987,-200,8.6,925,310,776,148
0.4,1100,-200,12.2,1057,391,687,167
0.7,1064,-200,12.6,1072,444,704,175
2.7,1316,-200,21.1,1327,794,549,224
2.1,1262,-200,16.9,1208,716,587,215
1.3,1259,-200,15.1,1152,565,610,196
0.8,1166,-200,10.1,981,451,697,195
-200,1066,-200,7.5,880,313,784,181
-200,1051,-200,7.6,883,241,783,150
-200,992,-200,5.9,808,-200,849,144.5
-200,969,-200,5.5,788,224,854,139
-200,862,-200,2.3,609,82,1101,74
-200,859,-200,2,581,89,1112,73
-200,849,-200,1.6,552,93,1165,77
-200,879,-200,2.1,594,134,1119,98
-200,956,-200,4.4,735,189,915,121
-200,1039,-200,6.4,828,292,791,162
-200,1066,-200,7.3,871,326,775,178
-200,1124,-200,8.7,927,397,722,206
-200,1160,-200,9.2,948,371,712,191
-200,1110,-200,7.9,896,305,737,175
-200,1138,-200,9,940,328,706,169
-200,1095,-200,7,857,281,756,180
-200,1045,-200,3.7,694,168,911,124
-200,1078,-200,4.3,727,183,849,130
-200,1169,-200,6.8,846,217,767,141
-200,1174,-200,8.7,926,245,674,157
-200,1075,-200,4.7,749,154,827,123
-200,1044,-200,3.5,685,141,903,104
-200,1110,-200,5.4,782,210,798,134
-200,1086,-200,4.4,733,140,848,105
-200,1092,-200,6,811,191,773,121
0.1,1127,-200,7.6,884,248,704,136
-200,881,-200,1.9,578,-200,1017,92
-200,831,-200,1,498,50,1237,48
0.3,791,-200,0.6,459,43,1421,40
0.5,836,-200,1.2,520,86,1296,67
0.6,907,-200,2.9,644,152,1028,104
1.8,1174,-200,11.1,1018,341,688,169
2,1094,-200,9.7,967,355,682,203
1.4,992,-200,5.7,800,327,797,183
0.6,955,-200,5.4,783,240,844,151
0.5,959,-200,5.1,771,217,852,138
0.7,981,-200,5.8,804,191,829,127
0.7,947,-200,5.6,791,-200,825,137.5
1.1,1023,-200,8,898,256,759,148
1.3,1009,-200,7.1,860,287,787,172
1,1007,-200,7.6,884,278,780,163
1.5,1054,-200,10.4,992,302,715,180
1.5,1018,-200,8.9,934,259,740,169
1.2,976,-200,7.3,870,221,795,152
0.3,872,-200,3.6,689,142,970,107
-200,805,-200,1.7,559,93,1183,75
-200,800,-200,1.5,541,71,1250,58
-200,785,-200,1,504,66,1306,57
-200,757,-200,0.6,459,49,1447,44
-200,751,-200,0.4,424,29,1583,29
-200,766,-200,0.3,412,-200,1651,24
-200,759,-200,0.2,399,19,1696,19
-200,758,-200,0.2,388,20,1785,20
-200,761,-200,0.1,383,39,1745,35
-200,762,-200,0.4,434,77,1556,60
0.2,869,-200,2.9,646,180,1068,115
0.7,938,-200,5.4,785,243,853,157
0.5,951,-200,5.1,769,236,856,147
0.4,892,-200,3.8,702,297,935,188
0.3,876,-200,3.9,703,235,968,126
0.3,872,-200,3.6,686,186,972,114
0.4,893,-200,4.2,722,196,932,123
0.2,879,-200,3.6,687,167,980,107
0.4,896,-200,3.6,689,211,966,121
0.4,909,-200,3.9,706,194,928,118
0.7,958,-200,4.9,758,206,858,134
1,984,-200,5.8,803,211,813,142
1.1,991,-200,6.1,814,197,790,133
0.3,881,-200,2.8,638,139,990,106
0.1,853,-200,2.4,616,113,1071,87
-200,804,-200,1.5,546,81,1194,67
-200,788,-200,1.1,514,63,1285,55
-200,788,-200,0.9,487,55,1346,49
-200,763,-200,0.4,428,31,1532,30
-200,771,-200,0.3,410,-200,1622,25
-200,747,-200,0.2,390,20,1775,20
-200,744,-200,0.1,383,17,1881,17
-200,774,-200,0.5,441,42,1646,35
-200,800,-200,0.9,492,90,1310,71
0.3,896,-200,3.3,668,227,1043,136
0.6,913,-200,4.4,733,250,902,163
0.3,871,-200,2.8,638,219,1022,143
0.1,872,-200,3.2,662,211,1007,134
0.1,858,-200,2.7,634,189,1053,130
0.2,876,-200,3.5,683,180,993,122
0.5,900,-200,4.8,751,197,891,129
0.3,864,-200,3.4,678,198,987,132
0.3,902,-200,4.2,721,203,924,133
0.3,916,-200,4.2,720,188,912,126
1,1004,-200,8.5,918,294,752,177
1.4,1024,-200,9.2,945,302,729,185
1.4,1011,-200,7.6,884,261,763,169
1.1,1006,-200,6.2,822,232,794,151
0.4,913,-200,2.9,645,154,966,114
0.2,905,-200,2.5,620,120,986,90
0.2,872,-200,2.6,628,117,1009,87
0.2,843,-200,2.2,597,108,1059,83
0.2,863,-200,2.5,622,97,1025,74
-200,791,-200,0.8,480,-200,1259,51
-200,769,-200,0.3,412,28,1481,28
0.4,778,-200,0.3,417,27,1531,26
0.5,801,-200,0.7,470,81,1313,61
0.7,827,-200,1.4,533,129,1198,91
1.9,1038,-200,6.6,837,336,822,184
2.4,1040,-200,8.4,917,335,739,204
2,980,-200,5.5,790,318,839,185
1.3,912,-200,3.5,683,201,961,125
1,887,-200,3,649,166,1009,104
1.2,922,-200,4.1,716,192,930,115
1.5,928,-200,4.7,748,198,900,126
1.3,921,-200,4.5,736,198,921,125
1.5,905,-200,4.7,747,223,924,139
1.5,906,-200,5.1,769,224,913,142
2.1,981,-200,7.7,886,266,819,170
2.6,1053,-200,10.3,987,326,750,195
3,1086,-200,11.5,1032,343,717,202
2,967,-200,6,811,243,863,168
1.4,902,-200,3.6,689,177,995,128
1.3,916,-200,4.3,725,155,953,115
1.2,895,-200,3.4,677,143,999,111
1.1,866,-200,2.4,613,124,1075,97
0.9,861,-200,2,585,94,1120,77
0.8,845,-200,1.4,534,-200,1146,64
0.6,849,-200,1.2,522,56,1158,51
0.5,818,-200,0.9,486,58,1282,49
0.6,864,-200,1.6,554,105,1159,79
0.7,856,-200,1.7,559,122,1138,92
1.6,1024,-200,6.2,823,274,827,167
2.2,1050,-200,8.2,909,342,742,206
1.8,984,-200,6.4,832,296,822,184
1.5,990,-200,5.9,808,279,838,176
1.8,970,-200,5.7,798,325,842,191
1.4,943,-200,5.3,781,222,871,147
2.1,994,-200,7.3,871,279,793,174
1.6,932,-200,5.1,767,248,888,167
1.3,891,-200,3.9,706,193,949,138
1.9,-200,-200,-200,-200,256,-200,164
2.4,-200,-200,-200,-200,288,-200,190
3,-200,-200,-200,-200,300,-200,198
1.9,-200,-200,-200,-200,224,-200,155
1.8,-200,-200,-200,-200,219,-200,153
1.1,-200,-200,-200,-200,145,-200,110
1.1,-200,-200,-200,-200,115,-200,91
1.1,-200,-200,-200,-200,136,-200,105
1,-200,-200,-200,-200,107,-200,85
0.7,793,-200,0.8,480,70,1306,60
0.6,790,-200,0.6,455,-200,1376,47
0.5,776,-200,0.5,445,37,1460,34
0.5,766,-200,0.5,448,33,1494,31
0.4,774,-200,0.6,458,43,1473,37
0.5,801,-200,0.9,494,73,1324,58
0.8,847,-200,2,586,125,1163,92
1.1,874,-200,2.8,641,154,1022,110
1.1,879,-200,2.8,642,140,1027,101
1.1,888,-200,3,652,150,1025,96
1.1,873,-200,2.4,610,139,1051,102
1.1,877,-200,2.5,618,135,1027,96
1.2,893,-200,3,653,152,987,102
1,866,-200,2.2,602,121,1071,88
1.2,873,-200,2.6,629,122,1049,87
1.3,911,-200,3.4,676,167,998,115
1.4,908,-200,3,653,165,980,118
1.3,907,-200,3.1,657,190,981,134
1.4,925,-200,3.4,678,176,960,125
1.5,920,-200,2.9,649,196,983,140
1,865,-200,1.7,561,103,1102,83
1,867,-200,1.6,553,91,1136,73
1.1,900,-200,2.3,604,119,1051,92
1.3,901,-200,2.2,599,147,1023,109
1,863,-200,1.7,560,101,1107,82
1.1,884,-200,2.2,599,-200,1065,82.5
-200,873,-200,1.8,565,102,1097,83
0.6,806,-200,0.6,459,55,1322,50
0.5,801,-200,0.6,454,51,1374,44
0.4,790,-200,0.4,431,53,1439,49
0.5,805,-200,0.7,465,74,1358,62
0.7,843,-200,1.2,520,113,1202,85
0.8,849,-200,1.4,537,107,1148,82
0.8,872,-200,2,583,101,1126,77
1,890,-200,2,585,129,1097,92
0.9,874,-200,1.6,552,126,1128,95
0.9,863,-200,1.6,553,132,1133,95
0.9,840,-200,1.8,566,101,1176,76
1,845,-200,1.8,569,128,1151,95
1,888,-200,2.6,625,170,1062,118
1.1,845,-200,2,582,174,1120,123
1.2,880,-200,2.8,641,215,1077,140
1.6,917,-200,3.9,708,248,972,163
1.7,927,-200,4.1,715,247,965,164
1.1,868,-200,2.4,615,154,1095,120
1.3,932,-200,3.5,685,186,996,130
1.7,971,-200,4.6,741,231,901,145
1.5,891,-200,3,650,174,987,126
0.8,806,-200,1,495,68,1282,61
0.5,787,-200,0.5,446,-200,1395,49
0.4,791,-200,0.4,435,39,1486,37
0.4,787,-200,0.3,415,39,1474,37
0.4,814,-200,0.6,449,54,1363,50
0.7,844,-200,1.4,538,158,1164,109
1.8,1049,-200,7.1,863,350,826,198
-200,1201,-200,14,1116,-200,617,240.5
3.5,1293,-200,15.1,1153,584,602,283
2.8,1121,-200,12.5,1066,478,683,256
3.1,1112,-200,12.8,1078,563,683,261
2.5,1060,-200,11.9,1048,414,707,181
2.7,1056,-200,11.7,1040,398,711,194
2.9,1131,-200,14.7,1139,451,643,214
3.2,1162,-200,15.7,1170,503,618,204
4.1,1283,-200,21.1,1328,640,552,228
6.1,1414,-200,27.4,1490,843,488,270
6.8,1486,-200,30.8,1570,954,455,285
6.8,1523,-200,29.2,1533,984,456,282
3.7,1283,-200,15,1149,586,587,235
2.1,1109,-200,7.1,863,360,737,208
1.4,1055,-200,5.4,782,231,798,161
1.3,1038,-200,4.8,756,200,813,146
1.1,996,-200,3.8,698,153,871,123
1,995,-200,3.5,680,135,879,109
0.9,1000,-200,3.3,670,-200,868,112
0.8,1042,-200,3.6,688,196,814,115
0.9,1042,-200,3.8,701,208,795,114
1.1,1024,-200,4.2,724,241,814,122
1.6,1147,-200,7.7,886,417,702,149
3.7,1496,-200,20,1298,896,492,187
4.8,1541,-200,22.1,1353,966,449,198
4.1,1491,-200,17.2,1215,878,503,196
4.5,1533,-200,21.4,1334,985,466,218
4.5,1507,-200,19.8,1292,1017,479,227
3.7,1451,-200,18.8,1264,683,497,181
4.2,1432,-200,18.8,1264,660,487,179
3.3,1408,-200,16.7,1202,492,506,151
3.2,1377,-200,14.4,1129,497,540,162
3.6,1454,-200,16.3,1190,562,508,165
3.5,1268,-200,14.4,1128,539,573,173
4.1,1259,-200,17,1211,502,559,188
4,1261,-200,14.8,1143,452,595,186
3.3,1133,-200,9.8,971,357,683,172
3,1054,-200,6.1,818,289,777,150
2.6,1055,-200,5.4,783,221,805,137
2.6,1059,-200,4.7,747,204,820,133
2.6,1063,-200,5.1,769,183,807,122
2.9,1135,-200,6.9,854,222,722,130
2.9,1126,-200,7.3,869,-200,680,125.5
2.5,1058,-200,4.8,753,210,764,121
2,1040,-200,3.6,688,185,846,115
2.2,1069,-200,4.5,737,257,792,125
2.4,1042,-200,5.2,771,297,795,136
4,1322,-200,15.1,1151,573,566,174
6.7,1549,-200,27.3,1485,883,422,224
5.6,1416,-200,19.6,1285,824,501,230
4.3,1337,-200,14.8,1143,693,560,205
4,1281,-200,14.5,1132,714,577,204
2.6,1037,-200,10.1,981,388,721,139
2.2,1028,-200,10.1,983,337,728,133
1.9,984,-200,8.3,913,326,762,127
1.8,1010,-200,9,940,329,759,124
3.1,1113,-200,13.4,1096,465,645,158
4.8,1253,-200,19.5,1284,612,536,171
5.8,1400,-200,27.8,1499,759,461,193
5.9,1470,-200,31.4,1584,771,436,195
4.1,1281,-200,15.6,1168,655,571,212
1.8,1084,-200,7,855,332,748,193
1.7,1097,-200,7.8,892,287,719,167
1.7,1032,-200,5.6,791,242,793,156
1.5,1046,-200,6,812,242,782,153
1.1,975,-200,3.9,707,192,860,128
0.9,932,-200,2.8,642,-200,950,112
-200,926,-200,2.6,623,134,954,96
0.3,932,-200,2.9,645,142,916,105
0.4,937,-200,2.8,640,194,923,130
0.6,996,-200,4.2,724,216,861,134
3,1382,-200,16.7,1202,728,534,275
5.6,1544,-200,29.1,1530,975,416,309
4.9,1429,-200,20.7,1317,947,495,322
3.5,1312,-200,15.5,1164,790,570,333
2.2,1205,-200,10.3,989,551,643,235
2.7,1322,-200,13.8,1110,565,568,241
2.7,1301,-200,12.7,1074,532,574,214
2.1,1280,-200,11.4,1030,459,597,174
2,1256,-200,10.2,986,407,612,157
2.4,1358,-200,14.3,1128,434,545,170
6.7,1713,-200,32.4,1605,980,383,212
6.4,1655,-200,29,1527,966,393,249
3.9,1444,-200,17.6,1227,646,485,231
2.7,1314,-200,12.6,1069,471,571,216
3,1368,-200,15.5,1164,528,524,217
2.1,1195,-200,9.1,943,378,645,203
